CNTY	DIFF	STATUS	HECTARE	TOF	OWNLAND	AGE	HARVEST	R1	R2	R3	R4	R5	R6	R7	R8	R11	R12	R14	R17	R18	R19	R21	R22	R24	R28	R30	R32	R36	R37
27	2	1	123	3	1	52	90	0,442	0,677	0,3962	0,175	0,267	0,744	0,449	0,2947	0,5434	0,688	0,3516	0,0958	0,0713	0,134	0,339	0,6396	0,125	0,21	0,07572	0,1388	0,846	0,594
27	2	1	94	1	0	33	90	1,076	0	0,7287	0,665	0,571	1,022	0,277	0,7446	-0,335	-0,434	1,9929	0,0833	0,0851	0,201	0,646	1,5371	0,235	0,159	-0,087	0,05513	0,351	1,102
27	2	1	73	3	1	61	90	0,698	0,476	0,5238	0,3658	0,332	1,533	0,73	0,8032	-0,0551	-0,0824	1,0737	0,0719	0,11	0,184	0,333	0,5578	0,151	0,331	0,1462	0,2205	1,448	0,455
27	2	1	17	4	1	53	90	1,076	0	0,4793	0,5286	0,574	1,071	0,558	0,5133	-0,144	-0,155	1,3916	0,0477	0,0511	0,133	0,646	1,5371	0,0832	0,159	-0,0667	0,05513	0,602	1,03
27	2	1	50	4	0	34	90	1	0	0,243	0,243	0,649	1,711	1,241	0,6124	0,2119	0,3368	0,743	0,0328	0,0827	0,202	0,223	0,5436	0,147	0,371	0,1693	0,2881	1,696	0,397
27	2	1	106	4	1	40	90	0,795	0,31	0,4245	0,3373	0,457	1,161	0,668	0,493	-0,257	-0,333	1,9929	0,104	0,12	0,266	0,529	1,1686	0,156	0,228	-0,0384	0,1073	1,226	0,684
27	2	0	68	2	0	43	90	0,574	0,559	0,4159	0,2388	0,335	0,963	0,563	0,4006	-0,22	-0,31	1,9929	0,0616	0,0594	0,148	0,204	0,5081	0,174	0,291	0,1433	0,2319	1,497	0,596
27	2	0	98	3	0	42	90	0,253	0,927	0,7682	0,1946	0,0587	0,311	0,0721	0,2391	0,08914	0,1333	0,7284	0,099	0,0308	0,0616	0,0929	0,1858	0,27	0,331	0,2699	0,3007	0,9	0,814
27	2	0	112	1	0	42	90	1,015	0	0,7902	0,665	0,119	0,592	0,0695	0,5222	-0,102	-0,13	1,243	0,065	0,0385	0,0459	0,181	0,2153	0,365	0,213	0,1672	0,1746	0,351	1,102
27	2	0	95	3	1	44	90	0,75	0,313	0,267	0,2002	0,55	1,501	1,1	0,4008	0,4029	0,5079	0,4987	0,105	0,146	0,325	0,646	1,5371	0,103	0,207	-0,0872	0,05513	1,198	0,499
27	2	0	125	3	0	38	90	0,898	0,304	0,7404	0,665	0,233	1,192	0,309	0,8797	-0,335	-0,438	1,8701	0,0661	0,0788	0,192	0,284	0,6912	0,209	0,277	0,0856	0,1984	0,855	0,754
27	2	0	199	1	1	47	90	0,756	0,357	0,4179	0,3159	0,44	0,88	0,512	0,3677	0,1216	0,1624	0,7515	0,0716	0,063	0,156	0,251	0,6224	0,216	0,251	0,09489	0,1883	0,675	0,859
27	2	0	67	3	0	50	90	0,396	0,684	0,2946	0,1167	0,279	0,525	0,37	0,1546	0,1409	0,2095	0,5231	0,0728	0,0382	0,139	0,117	0,425	0,247	0,327	0,1882	0,2891	1,029	0,755
27	2	1	102	3	1	30	90	0,947	0,12	0,5924	0,5611	0,386	1,711	1,241	0,8797	0,4786	0,4786	0,7903	0,0438	0,133	0,262	0,646	1,5371	0,0832	0,159	-0,0872	0,05513	0,932	0,359
27	2	1	70	4	1	43	90	0,734	0,436	0,5323	0,3909	0,343	0,886	0,414	0,4714	-0,276	-0,376	1,9929	0,114	0,111	0,162	0,418	0,6092	0,221	0,266	0,1041	0,1551	1,01	0,829
27	2	1	86	1	1	37	90	1,026	0	0,2908	0,2984	0,649	1,711	1,241	0,6263	0,2481	0,3878	0,7163	0,0656	0,141	0,268	0,392	0,7438	0,172	0,36	0,09232	0,2191	1,225	0,476
27	2	1	82	1	1	36	90	0,717	0,345	0,2494	0,1788	0,538	1,311	0,984	0,327	0,2185	0,3514	0,5995	0,0828	0,109	0,293	0,287	0,7752	0,207	0,378	0,08504	0,2698	1,283	0,547
27	2	1	93	1	1	36	90	0,919	0,0989	0,197	0,181	0,649	1,234	0,991	0,243	0,1114	0,159	0,6856	0,107	0,132	0,305	0,439	1,0179	0,223	0,299	-0,00537	0,1678	0,988	0,745
27	2	1	109	3	0	40	90	0,897	0,199	0,5376	0,4821	0,415	1,226	0,567	0,659	-0,335	-0,438	1,9929	0,0872	0,107	0,205	0,487	0,9328	0,16	0,219	0,01475	0,1124	1,05	0,732
27	2	1	53	3	1	38	90	0,971	0,0394	0,2763	0,2683	0,649	1,177	0,852	0,3253	-0,0215	-0,0285	1,0708	0,0936	0,11	0,306	0,451	1,2528	0,202	0,245	-0,0618	0,1344	0,909	0,825
27	2	1	99	1	0	45	90	1,076	0	0,5498	0,665	0,634	1,6	0,72	0,8797	-0,335	-0,419	1,8154	0,0884	0,141	0,325	0,646	1,5371	0,0832	0,159	-0,0872	0,05513	0,652	0,88
27	2	1	72	3	1	31	90	0,957	0,0884	0,5396	0,5166	0,441	1,711	0,841	0,8797	-0,0195	-0,0297	1,0202	0,114	0,146	0,325	0,646	1,0389	0,18	0,344	-0,0134	0,1217	0,942	0,524
27	2	1	70	3	1	56	90	0,383	0,689	0,2734	0,1046	0,278	0,7	0,509	0,1914	0,2105	0,3235	0,4762	0,098	0,0686	0,196	0,196	0,5616	0,191	0,349	0,1531	0,2807	1,427	0,547
27	2	1	115	3	0	53	90	0,592	0,752	0,7725	0,4571	0,135	0,896	0,204	0,6922	-0,186	-0,241	1,3685	0,0737	0,066	0,102	0,293	0,4526	0,149	0,225	0,1233	0,1592	1,009	0,66
27	2	1	72	3	1	36	90	0,727	0,34	0,2712	0,1973	0,53	1,711	1,241	0,5427	-0,0503	-0,065	1,102	0,0565	0,113	0,234	0,497	1,0276	0,0832	0,227	-0,00628	0,1143	2,147	0,363
27	2	1	86	1	1	32	90	0,427	0,63	0,214	0,09147	0,336	0,902	0,709	0,193	0,577	1,013	0,2506	0,0823	0,0742	0,18	0,172	0,4181	0,204	0,43	0,2505	0,3562	1,34	0,474
27	2	1	53	3	1	35	90	0,51	0,528	0,1435	0,0732	0,437	1,302	1,115	0,1868	0,283	0,3583	0,3977	0,0485	0,0632	0,202	0,301	0,9608	0,0832	0,21	0,00824	0,147	2,082	0,392
27	2	1	61	1	1	37	90	0,573	0,514	0,2953	0,1693	0,404	1,521	1,072	0,4491	0,3593	0,438	0,5556	0,0886	0,135	0,325	0,646	1,5371	0,0832	0,18	-0,0872	0,05513	1,844	0,377
27	2	1	55	3	1	50	90	0,698	0,372	0,2678	0,1868	0,511	1,711	1,241	0,4788	0,0825	0,1172	0,853	0,0608	0,109	0,236	0,367	0,7975	0,116	0,296	0,06	0,1875	2,001	0,39
27	2	1	64	3	1	30	90	0,718	0,33	0,2053	0,1475	0,571	1,553	1,234	0,3188	0,1019	0,1337	0,7579	0,0656	0,102	0,245	0,428	1,0278	0,11	0,238	-0,00661	0,1362	1,741	0,463
27	2	1	60	3	1	42	90	0,305	0,76	0,2813	0,08585	0,219	0,555	0,399	0,1561	0,2582	0,3791	0,3767	0,099	0,0549	0,164	0,172	0,5136	0,175	0,319	0,1551	0,264	1,404	0,55
27	2	1	87	3	1	34	90	0,552	0,479	0,1146	0,06321	0,488	1,211	1,072	0,1387	0,5796	0,7684	0,1931	0,0792	0,0959	0,223	0,39	0,9059	0,112	0,246	0,02312	0,1498	1,476	0,456
27	2	1	130	3	1	38	90	0,925	0,118	0,3906	0,3613	0,564	1,711	1,048	0,6721	-0,27	-0,321	1,6714	0,0696	0,12	0,24	0,646	1,5	0,0859	0,16	-0,0799	0,05513	1,458	0,538
27	2	1	66	3	0	44	90	0,899	0,168	0,4428	0,3979	0,501	1,027	0,572	0,4548	-0,0874	-0,136	1,2377	0,066	0,0678	0,229	0,19	0,6414	0,312	0,357	0,128	0,2892	0,776	0,875
27	2	0	245	1	0	49	90	1,076	0	0,4179	0,5766	0,649	1,711	1,17	0,8401	-0,265	-0,412	1,4611	0,0984	0,146	0,325	0,555	1,4503	0,244	0,356	-0,0872	0,1584	0,882	0,686
27	2	1	112	1	1	46	90	0,643	0,4	0,167	0,1073	0,535	1,203	1,002	0,2009	0,2434	0,4454	0,4522	0,114	0,14	0,238	0,309	0,5241	0,242	0,454	0,2158	0,3134	1,428	0,534
27	2	1	64	3	0	54	90	0,404	0,799	0,6271	0,253	0,15	0,715	0,266	0,4482	0,4011	0,7564	0,5277	0,081	0,0579	0,137	0,123	0,2923	0,265	0,47	0,3324	0,4118	0,922	0,565
27	2	1	69	3	1	50	90	0,845	0,194	0,2355	0,199	0,646	1,349	1,032	0,3178	0,1364	0,1894	0,6996	0,0949	0,128	0,226	0,458	0,8095	0,175	0,28	0,05324	0,1514	1,143	0,626
27	2	1	108	3	1	48	90	0,68	0,442	0,4036	0,2743	0,405	1,317	0,785	0,5313	-0,141	-0,228	1,361	0,114	0,146	0,308	0,49	0,8065	0,197	0,381	0,07383	0,1946	1,547	0,516
27	2	1	101	3	0	36	90	0,376	0,834	0,6695	0,2516	0,124	0,495	0,164	0,3314	-0,1	-0,114	1,4321	0,0701	0,0347	0,159	0,292	1,3333	0,0903	0,159	-0,0397	0,0843	1,086	0,759
59	1	1	57	3	0	47	92	0,33	0,746	0,3075	0,1014	0,228	0,682	0,473	0,2099	0,6804	0,9586	0,2357	0,0599	0,0409	0,0986	0,141	0,3397	0,14	0,29	0,1916	0,2493	1,179	0,483
59	1	1	65	3	0	49	92	0,177	0,892	0,4354	0,07692	0,0997	0,517	0,292	0,2252	1,3039	2,0212	0,1473	0,0398	0,0206	0,0632	0,058	0,178	0,121	0,355	0,2917	0,3343	1,399	0,342
59	1	1	128	2	1	47	92	0,227	0,834	0,3204	0,0727	0,154	0,595	0,404	0,1905	0,3977	0,4804	0,3239	0,0596	0,0355	0,127	0,206	0,738	0,0657	0,172	0,04512	0,1368	2,032	0,382
59	1	1	50	1	0	46	92	0,396	0,734	0,4479	0,1775	0,219	1,05	0,58	0,4704	0,5432	0,9076	0,4641	0,062	0,0652	0,255	0,162	0,6348	0,152	0,402	0,1466	0,3364	1,637	0,377
59	1	1	77	3	1	54	92	0,463	0,67	0,4279	0,198	0,265	1,307	0,748	0,5594	0,7133	0,901	0,4395	0,0718	0,0939	0,335	0,451	1,6075	0,0737	0,208	-0,127	0,1144	1,552	0,354
59	1	0	68	1	0	44	92	0,313	0,484	-1,35	-0,422	0,734	0,611	1,435	-0,824	2,1574	3,9715	-0,618	0,0457	0,0279	0,104	0,0611	0,2273	0,234	0,457	0,353	0,4289	0,621	0,512
59	1	1	42	3	0	59	92	0,215	0,88	0,5016	0,1081	0,107	0,268	0,134	0,1344	0,2884	0,4571	0,3178	0,0314	0,00842	0,0225	0,0228	0,06099	0,297	0,369	0,3466	0,3607	0,821	0,804
59	1	0	78	1	0	37	92	0,741	0,383	0,4362	0,3232	0,418	0,982	0,554	0,4284	0,3476	0,6296	0,552	0,0507	0,0498	0,17	0,111	0,3793	0,338	0,448	0,278	0,3981	0,549	0,755
59	1	1	83	2	0	50	92	0,573	0,729	0,7236	0,4148	0,158	1,194	0,33	0,864	-0,104	-0,164	1,1367	0,0334	0,0398	0,27	0,108	0,7347	0,176	0,367	0,09751	0,3276	1,323	0,48
59	1	1	28	1	0	46	92	0,654	0,416	0,2594	0,1697	0,485	0,772	0,572	0,2003	0,36	0,516	0,3575	0,0774	0,0597	0,164	0,198	0,542	0,256	0,302	0,1385	0,2426	0,62	0,847
59	1	1	156	2	0	36	92	0,887	0,175	0,3976	0,3526	0,534	2,502	1,508	0,9949	-0,0734	-0,101	1,0797	0,0479	0,12	0,291	0,444	1,0777	0,0956	0,27	-0,021	0,15	1,901	0,354
59	1	1	87	2	0	57	92	0,549	0,74	0,7123	0,3913	0,158	0,779	0,224	0,5552	0,2086	0,2726	0,7269	0,0524	0,0408	0,134	0,174	0,569	0,165	0,235	0,1012	0,194	0,655	0,705
59	1	1	102	2	0	53	92	0,45	0,673	0,4057	0,1826	0,268	0,674	0,401	0,2736	0,2329	0,3117	0,5402	0,0393	0,0265	0,0879	0,105	0,3479	0,169	0,253	0,1648	0,2263	0,991	0,668
59	1	1	78	2	1	50	92	0,445	0,663	0,366	0,163	0,282	0,882	0,559	0,3227	0,3521	0,4832	0,4783	0,0408	0,0359	0,223	0,132	0,8199	0,137	0,271	0,04889	0,2355	1,305	0,505
59	1	1	82	2	0	59	92	0,175	0,89	0,4208	0,07379	0,102	0,335	0,194	0,141	0,727	1,023	0,1624	0,0401	0,0134	0,142	0,0464	0,4913	0,151	0,289	0,1472	0,2759	1,043	0,523
59	1	1	152	2	0	49	92	0,438	0,732	0,5317	0,233	0,205	0,749	0,351	0,398	0,4786	0,6704	0,4541	0,0229	0,0171	0,105	0,0599	0,3656	0,167	0,286	0,1815	0,269	0,832	0,585
59	1	0	69	1	0	37	92	0,736	0,292	0,128	0,09418	0,642	0,891	0,777	0,114	0,769	1,3405	0,1292	0,0242	0,0216	0,0847	0,0505	0,1986	0,352	0,426	0,3417	0,4048	0,328	0,826
59	1	1	43	1	1	54	92	0,435	0,606	0,1563	0,06796	0,367	1,202	1,014	0,1878	1,3765	1,6874	0,1201	0,0601	0,0722	0,196	0,392	1,0634	0,0667	0,184	-0,0117	0,1121	1,199	0,362
59	1	0	112	1	0	35	92	0,414	0,73	0,4782	0,1981	0,216	0,629	0,328	0,3006	0,6771	1,3028	0,3074	0,0309	0,0194	0,0368	0,0405	0,07663	0,317	0,48	0,4435	0,4609	0,54	0,659
59	1	1	71	1	0	50	92	0,413	0,682	0,3375	0,1395	0,274	1,124	0,745	0,3792	1,1223	1,7959	0,2526	0,0641	0,072	0,176	0,192	0,4699	0,138	0,375	0,1988	0,3031	1,216	0,368
59	1	0	161	2	0	24	92	0,621	0,451	0,2561	0,159	0,462	0,757	0,563	0,194	0,4995	0,807	0,2797	0,0437	0,0331	0,0878	0,0869	0,2305	0,312	0,381	0,2932	0,3479	0,527	0,82
59	1	1	108	2	1	59	92	0,427	0,709	0,4487	0,1917	0,236	0,718	0,396	0,322	0,3023	0,3574	0,5158	0,0329	0,0236	0,0638	0,153	0,4139	0,0917	0,154	0,09031	0,1305	1,055	0,595
59	1	1	119	1	1	58	92	0,145	0,954	0,7134	0,1031	0,0414	0,23	0,0658	0,1638	0,6937	1,1042	0,191	0,0265	0,00609	0,0311	0,0164	0,08372	0,234	0,372	0,3406	0,3657	0,731	0,63
59	1	1	83	3	0	39	92	0,667	0,51	0,5203	0,3472	0,32	2,259	1,084	1,1753	0,1224	0,1694	0,9057	0,0219	0,0495	0,192	0,178	0,6934	0,082	0,278	0,08512	0,2281	2,088	0,295
59	1	0	128	2	0	33	92	0,608	0,58	0,5336	0,3246	0,284	0,59	0,275	0,3146	0,09433	0,123	0,7693	0,0215	0,0127	0,0818	0,0543	0,3507	0,241	0,233	0,1514	0,2205	0,56	1,032
59	1	1	51	1	0	39	92	0,472	0,582	0,199	0,09401	0,378	1,103	0,884	0,2195	0,6045	0,8609	0,2664	0,0429	0,0473	0,171	0,159	0,5753	0,128	0,298	0,1265	0,2505	1,511	0,428
59	1	1	65	1	0	59	92	0,413	0,735	0,4864	0,2006	0,212	0,63	0,324	0,3066	0,7566	1,0477	0,2884	0,0336	0,0212	0,0858	0,0763	0,3088	0,182	0,278	0,192	0,2566	0,465	0,654
59	1	1	153	1	0	45	92	0,711	0,4	0,3908	0,278	0,433	1,383	0,842	0,5404	0,3943	0,5779	0,5782	0,0598	0,0827	0,274	0,26	0,8628	0,163	0,318	0,04359	0,235	1,009	0,514
59	1	1	53	1	0	28	92	0,726	0,424	0,4885	0,3549	0,372	1,277	0,653	0,6238	0,2056	0,293	0,7521	0,0497	0,0635	0,243	0,213	0,8155	0,17	0,298	0,05506	0,235	0,929	0,569
59	1	1	38	1	1	54	92	0,431	0,685	0,3938	0,1699	0,261	1,389	0,842	0,547	0,7378	0,9615	0,4258	0,0539	0,0749	0,174	0,322	0,7458	0,0723	0,233	0,05914	0,1578	1,936	0,311
59	1	0	120	1	0	27	92	0,59	0,471	0,2187	0,129	0,461	1,013	0,791	0,2216	0,714	1,1005	0,2368	0,0529	0,0536	0,183	0,153	0,5212	0,204	0,351	0,1682	0,2976	0,782	0,582
59	1	0	152	1	0	31	92	0,497	0,704	0,5731	0,2846	0,212	0,653	0,279	0,3745	0,476	0,8409	0,4403	0,0423	0,0276	0,0781	0,0637	0,1801	0,33	0,434	0,3558	0,4063	0,466	0,76
59	1	1	53	1	0	39	92	0,375	0,683	0,2262	0,08488	0,29	0,85	0,658	0,1923	0,7166	1,0655	0,2116	0,0465	0,0396	0,149	0,121	0,4562	0,145	0,327	0,1781	0,2879	1,357	0,441
59	1	1	85	1	0	42	92	0,377	0,725	0,3729	0,1407	0,237	0,749	0,469	0,2792	0,6485	0,9894	0,3009	0,0458	0,0343	0,204	0,0996	0,593	0,174	0,345	0,1402	0,3102	1,056	0,504
59	1	0	69	1	0	34	92	0,456	0,643	0,3393	0,1548	0,301	0,767	0,507	0,2601	0,6311	0,9925	0,2919	0,0454	0,0348	0,146	0,0956	0,3999	0,217	0,364	0,2185	0,3293	0,789	0,595
59	1	1	62	1	0	49	92	0,367	0,667	0,1402	0,05146	0,316	0,735	0,632	0,103	0,6305	1,1119	0,1405	0,0415	0,0305	0,12	0,0705	0,2761	0,216	0,433	0,3134	0,4025	1,269	0,499
59	1	0	67	1	0	33	92	0,582	0,49	0,2522	0,1467	0,435	0,721	0,539	0,1817	0,4757	0,8289	0,2764	0,0364	0,0262	0,119	0,0615	0,2796	0,344	0,426	0,307	0,3999	0,581	0,807
59	1	1	48	3	0	55	92	0,562	0,577	0,4287	0,2409	0,321	0,547	0,313	0,2347	0,09331	0,121	0,7155	0,0407	0,0223	0,0589	0,0972	0,2569	0,235	0,229	0,1703	0,2068	0,646	1,027
59	1	1	126	2	1	50	92	0,806	0,28	0,3823	0,3082	0,498	1,58	0,976	0,6038	0,02171	0,03459	0,9653	0,0449	0,0709	0,194	0,191	0,5215	0,19	0,372	0,1782	0,3014	1,333	0,51
59	1	1	43	2	1	60	92	0,655	0,455	0,3688	0,2415	0,413	1,437	0,907	0,5302	-0,0163	-0,0246	1,0318	0,0839	0,121	0,342	0,358	1,0144	0,154	0,337	-0,00485	0,2166	1,682	0,455
59	1	1	37	1	1	34	92	0,397	0,675	0,27	0,1072	0,29	1,181	0,862	0,3189	0,8369	1,1007	0,2759	0,0273	0,0322	0,168	0,134	0,699	0,0806	0,24	0,07214	0,2074	1,819	0,336
59	1	1	33	1	1	47	92	0,609	0,458	0,2416	0,1472	0,462	0,933	0,707	0,2254	0,2866	0,3913	0,4402	0,0442	0,0412	0,112	0,154	0,4199	0,175	0,268	0,1552	0,2264	1,02	0,653
59	1	0	102	2	0	33	92	0,276	0,929	0,7978	0,2199	0,0557	0,712	0,144	0,5677	0,5642	0,7978	0,5015	0,00668	0,00475	0,0339	0,0162	0,1158	0,113	0,293	0,2589	0,2881	1,45	0,387
59	1	1	76	2	0	30	92	0,717	0,367	0,3193	0,229	0,488	1,979	1,347	0,6319	0,2879	0,5206	0,687	0,0293	0,0579	0,193	0,13	0,4319	0,162	0,447	0,254	0,3892	1,839	0,362
59	1	1	178	2	1	38	92	0,787	0,359	0,5162	0,4061	0,381	2,599	1,257	1,3414	-0,232	-0,368	1,2094	0,0233	0,0606	0,218	0,164	0,5899	0,112	0,369	0,1514	0,3085	2,194	0,303
59	1	0	22	2	0	28	92	0,361	0,73	0,3468	0,1253	0,236	0,282	0,184	0,09766	0,1414	0,1897	0,4085	0,00599	0,00169	0,0389	0,00663	0,1527	0,326	0,254	0,2155	0,2527	0,54	1,283
59	1	0	210	2	0	34	92	0,708	0,34	0,2019	0,143	0,565	0,669	0,534	0,135	0,4113	0,568	0,2472	0,0191	0,0128	0,06	0,0464	0,2176	0,292	0,276	0,2158	0,263	0,398	1,059
59	1	1	42	1	0	49	92	0,424	0,586	0,03987	0,0169	0,407	0,609	0,585	0,02429	0,4388	0,5673	0,05245	0,063	0,0384	0,131	0,169	0,5763	0,158	0,227	0,09597	0,1882	0,974	0,696
59	1	0	248	2	1	24	92	1,183	0	0,4745	0,5612	0,621	2,725	1,432	1,2933	-0,751	-0,891	2,3827	0,0571	0,156	0,246	0,988	1,5617	0,0684	0,158	-0,0885	0,00192	1,762	0,434
59	1	0	112	2	0	33	92	0,224	0,835	0,3152	0,07062	0,153	0,319	0,218	0,1004	0,8126	1,2415	0,11	0,046	0,0147	0,0432	0,0425	0,1249	0,243	0,345	0,3023	0,3308	0,509	0,703
59	1	0	115	2	0	35	92	0,497	0,586	0,2838	0,1411	0,356	0,538	0,385	0,1527	0,5348	0,9573	0,2221	0,0264	0,0142	0,0642	0,0321	0,1453	0,408	0,441	0,3773	0,4272	0,395	0,924
59	1	0	198	2	0	27	92	0,404	0,652	0,2141	0,08652	0,318	0,498	0,391	0,1067	0,2976	0,4988	0,2638	0,0486	0,0242	0,0655	0,06	0,1625	0,327	0,403	0,3379	0,3793	0,828	0,811
59	1	1	6	3	0	34	92	0,74	0,296	0,1636	0,121	0,619	0,837	0,7	0,137	0,07682	0,1354	0,6407	0,0407	0,0341	0,0869	0,0789	0,201	0,382	0,433	0,3456	0,3984	0,918	0,884
59	1	1	4	3	0	45	92	0,623	0,57	0,5442	0,3392	0,284	0,326	0,149	0,1773	0,2277	0,2832	0,4379	0,0461	0,015	0,0761	0,0765	0,3878	0,375	0,196	0,1201	0,1811	0,118	1,913
59	2	1	52	1	0	48	92	0,599	0,512	0,3611	0,2162	0,383	1,117	0,714	0,4034	1,462	2,1446	0,2162	0,0674	0,0753	0,238	0,237	0,7474	0,171	0,318	0,08039	0,243	0	0,536
59	2	1	32	2	0	46	92	1,118	0	0,3187	0,3562	0,762	2,024	1,379	0,6449	0,03675	0,0474	0,9461	0,0503	0,102	0,371	0,453	1,6513	0,124	0,225	-0,146	0,1229	1,129	0,552
59	2	0	42	2	0	34	92	0,632	0,443	0,2673	0,1689	0,463	0,96	0,703	0,2565	0,7455	1,1257	0,256	0,0136	0,013	0,0304	0,0386	0,08989	0,222	0,338	0,3074	0,3248	0,517	0,658
59	2	1	50	1	0	31	92	0,798	0,223	0,1141	0,09102	0,707	1,26	1,116	0,1438	0,4517	0,554	0,2414	0,0415	0,0523	0,257	0,283	1,3943	0,117	0,185	-0,0728	0,1323	0,984	0,633
59	2	0	11	3	0	32	92	3,148	0	0,3531	1,1114	2,036	2,851	1,844	1,0068	-0,812	-0,933	5,1712	0,0379	0,108	0,665	0,83	5,1109	0,144	0,13	-0,535	0,02205	0,711	1,104
59	2	1	8	3	0	38	92	1,023	0	0,09597	0,09814	0,924	0,996	0,9	0,09558	0,8784	1,0609	0,09814	0,0688	0,0685	0,162	0,398	0,9444	0,177	0,172	0,00956	0,1035	0	1,027
59	2	1	35	3	0	46	92	1,065	0	0,2107	0,2245	0,841	1,847	1,458	0,3893	-0,12	-0,154	1,4431	0,0836	0,154	0,292	0,686	1,297	0,13	0,225	-0,0668	0,07057	1,464	0,577
59	2	1	35	1	1	44	92	0,532	0,561	0,3116	0,1657	0,366	0,931	0,641	0,2902	0,332	0,4741	0,4664	0,0658	0,0613	0,158	0,205	0,5258	0,171	0,3	0,1421	0,2383	1,129	0,571
59	2	1	44	2	0	51	92	1,112	0	0,3416	0,3799	0,732	1,548	1,019	0,5288	-0,0248	-0,031	1,0492	0,0606	0,0938	0,263	0,467	1,3081	0,144	0,201	-0,0619	0,1069	0,888	0,718
59	2	1	48	2	0	50	92	0,147	0,916	0,4638	0,06806	0,0787	0,262	0,141	0,1216	0,8868	1,7413	0,1206	0,0514	0,0135	0,0464	0,0274	0,09456	0,275	0,491	0,4443	0,4773	0,778	0,56
59	2	1	28	1	0	49	92	1,132	0	0,08688	0,09836	1,034	2,711	2,476	0,2356	1,7281	3,628	0,12	0,0903	0,245	0,275	0,468	0,5243	0,219	0,524	0,2491	0,2787	0,431	0,418
59	2	1	68	1	1	47	92	0,23	0,849	0,404	0,09309	0,137	1,437	0,857	0,5808	2,0831	2,4191	0,218	0,0416	0,0597	0,111	0,43	0,7974	0,0223	0,139	0,02813	0,07914	3,575	0,16
59	2	1	9	1	0	65	92	0,562	0,549	0,361	0,203	0,359	3,443	2,2	1,2428	2,2002	2,6199	0,361	0,0205	0,0704	0,198	0,44	1,2365	0,0262	0,16	-0,0379	0,08979	2,679	0,163
59	2	1	15	3	0	53	92	0,573	0,505	0,2717	0,1558	0,418	2,547	1,855	0,692	-0,209	-0,265	1,4323	0,0733	0,187	0,669	0,884	3,1657	0,0476	0,211	-0,457	0,02458	3,958	0,225
59	2	1	32	1	1	33	92	0,667	0,555	0,5998	0,4003	0,267	1,03	0,412	0,6179	0,5016	0,8642	0,5519	0,123	0,127	0,295	0,302	0,7042	0,272	0,42	0,1241	0,2929	0,424	0,648
59	2	1	52	1	0	34	92	0,778	0,297	0,323	0,2513	0,527	1,654	1,12	0,5342	0,3412	0,4897	0,6103	0,0318	0,0525	0,19	0,173	0,6279	0,143	0,303	0,1128	0,2508	1,25	0,47
59	2	1	35	1	1	43	92	0,679	0,406	0,3094	0,2102	0,469	1,56	1,077	0,4826	0,5258	0,6254	0,4786	0,0364	0,0568	0,16	0,356	1,0019	0,0693	0,159	-0,0003	0,1025	1,288	0,435
59	2	1	126	3	0	51	92	0,998	0,00472	0,4828	0,4816	0,516	1,596	0,826	0,7707	0,1734	0,192	0,8163	0,0395	0,0631	0,164	0,65	1,6952	0,0606	0,097	-0,0674	0,03391	0,656	0,625
59	2	0	56	1	0	30	92	0,776	0,315	0,3706	0,2876	0,488	1,517	0,954	0,5621	0,7137	1,2388	0,4406	0,0671	0,102	0,326	0,24	0,7691	0,217	0,424	0,09788	0,3222	0,679	0,512
59	2	0	123	1	0	29	92	0,705	0,578	0,6945	0,4896	0,215	0,95	0,29	0,6597	0,3538	0,4578	0,6509	0,104	0,0984	0,213	0,433	0,9392	0,169	0,227	0,01381	0,1288	0,334	0,742
59	2	0	93	2	0	34	92	0,642	0,439	0,2849	0,1828	0,459	0,966	0,691	0,2751	0,1665	0,2237	0,623	0,0552	0,0533	0,156	0,209	0,6094	0,17	0,256	0,09985	0,2023	1,064	0,664
59	2	1	65	2	0	57	92	2,072	0	0,3939	0,8161	1,256	2,238	1,357	0,8816	-0,496	-0,713	2,2858	0,0511	0,114	0,307	0,376	1,0094	0,282	0,304	-0,00285	0,1901	0,695	0,926
59	2	1	22	1	1	57	92	0,702	0,362	0,2503	0,1756	0,526	0,894	0,67	0,2239	0,1582	0,2397	0,5859	0,0554	0,0495	0,163	0,146	0,4788	0,267	0,34	0,1771	0,2903	0,893	0,784
59	2	1	74	2	0	39	92	0,715	0,33	0,1882	0,1345	0,58	1,682	1,366	0,3167	0,1357	0,1596	0,7	0,0649	0,109	0,348	0,73	2,3285	0,0635	0,15	-0,199	0,0404	1,902	0,425
59	2	1	92	2	1	38	92	0,842	0,187	0,1874	0,1579	0,684	1,909	1,551	0,3579	0,299	0,403	0,5448	0,0469	0,0895	0,275	0,347	1,0648	0,114	0,258	-0,0167	0,1687	1,61	0,441
59	2	1	25	2	0	56	92	0,508	0,726	0,6338	0,3218	0,186	1,56	0,571	0,9889	-0,486	-0,565	1,9659	0,0522	0,0814	0,156	0,582	1,1176	0,0456	0,14	-0,0165	0,05856	2,57	0,325
59	2	0	57	1	0	30	92	0,742	0,386	0,447	0,3318	0,41	0,921	0,509	0,4115	0,6615	0,9163	0,3835	0,0632	0,0581	0,157	0,209	0,5641	0,224	0,278	0,1212	0,2199	0,167	0,806
